name,latitude,longitude,address,rating,review
Gunung Patuk,-7.8341667,110.3316667,"Gunung Patuk, Kasih, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.7,Beautiful natural scenery - Beautiful -
Gunung Sewu Geopark,-8.0833333,110.5833333,"Gunung Sewu Geopark, Kanigoro, Kemadang, Tanjungsari, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",4.3,"Beutiful scenery of Yogyakarta. A city below the sky - view point - It''s Fun - If what is meant is Stone geopark, then it is still a potential that can develop well. Currently, the display is still not on par when compared to the Melange museum in Karanggulung. In general good and good prospects. - A large district in the special region of Yogyakarta. People often call it Jogja on the 2nd floor. If you want to come here, you can do it at night because you will be presented with a night view of the city of Jogja with twinkling lights and the hustle and bustle of the city."
Gunung Gede,-7.7663889,110.2830556,"Gunung Gede, Berjo Kidul, Sidoluhur, Godean, Sleman Regency, Special Region of Yogyakarta, Indonesia",4,still beautiful
Gunung Kukusan,-7.8391667,110.6494444,"Gunung Kukusan, Natah Kulon, Natah, Nglipar, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",5,"If this is called a mountain above the clouds.... not the country above the clouds...
Subhan Allah"
Gunung Moyeng,-7.7502778,110.1788889,"Gunung Moyeng, Sekaro, Giripurwo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.1,"Beautiful - Nice place view near the house - cool place to see the sunrise.. - It''s cool I swear
Close to limestone
No ticket
It''s a shame I just put the motorbike on the side of the road, I''m confused where to put it
If it is developed into a cool night tour, it''s okay for camping too - If there is a government that builds facilities, that''s cool... The place is quite good to see the beauty of the view of Nanggulan and its surroundings."
Gunung Kucir,-7.7036111,110.1669444,"Gunung Kucir, Balong I, Banjarsari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.5,"Virgin HiLL - Panorama is cool
360 degree view over Banjarsari Village - Can become a new tourist attraction in Kulonprogo - Cool panorama
Fresh air
View 360 degrees - NEW TOURISM OBJECT...
MOUNTAIN KUCIR
Location Banjarsari, Samigaluh, Kulon Progo DIY
The place is easy to reach from the city of Jogja, beautiful, cool air, good views, spacious parking, the road up the mountain is easy to pass"
Gunung Butak,-7.8475,110.5430556,"Gunung Butak, Gn. Butak, Nglanggeran, Patuk, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",5,if
Gunung Widosari,-7.6505556,110.1463889,"Gunung Widosari, Tegalsari, Ngargosari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.5,"I hope the road on the way will be better - Nice place - Freez - The air is very fresh.. the scenery is special.. the people around are friendly. hopefully there will be government assistance for access roads to tourist objects like this.. - Filling a vacation enjoying nature tourism in tritis, ngargosari, samigaluh, one route to many new tourist destinations."
Gunung Ijo,-7.805,110.0819444,"Gunung Ijo, Tirto, Hargotirto, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.2,"Easy to moderate hike. Marvelous, 360-degree views.. especially sunrise - 100% ok - I like this mountian - suitable for those who like to climb mountains - This place is still beautiful, not many people visit it. It is suitable for panoramic views of the mountains and reservoirs. Access roads can be passed by motorbike but the terrain is rather difficult"
Gunung Wungkal,-7.7475,110.2816667,"Gunung Wungkal, Area Sawah, Sidorejo, Godean, Sleman Regency, Special Region of Yogyakarta, Indonesia",4.8,-  -  -
Gunung Mbothok,-7.7244779,110.1356579,"74GP+673, Jl. Tegalsari, Tegal Sari, Purwosari, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",4,"a comfortable place on one of the peaks of the Menoreh mountains, which presents a beautiful mountain atmosphere, the air is fresh, the nuances of the countryside make us feel more relaxed, the mountainous nature makes this place feel cool, the residents are also quite friendly, making us feel comfortable and at home if you are in this place"
Gunung Gambar,-7.8212079,110.67158,"5MHC+GJ8, Wonosari, Kampung, Kec. Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55853, Indonesia",4.4,"While the view is nice but it is not unique. The link to the Pangeran Sambernyawa that make this place special. - What a wonderful world 💟
What an amazing trip to reach up there 💟 - Quite remote place, good for refreshing and one of the route is a good off road track - amazing view with challenging road. - Nice view. Really. It''s worth it"
Turgo,-7.584028,110.423861,"Turgo, Area Hutan, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta, Indonesia",4.5,"Just go to foot hill, not the peak.
But fresh air and good scenery.
Recommended - So cold here - Amazing - Wonderful - Small village near mount of merapi"
Gunung Turgo,-7.5833333,110.4166667,"Gunung Turgo, Ngandong, Girikerto, Turi, Sleman Regency, Special Region of Yogyakarta, Indonesia",4.7,"Nice destination for cycling. - To go up to the hill now the road is good because 2 stairs have been built - Thank God now there are stairs for those who want to pilgrimage. - Prepare your energy... bring a drink if you have a raincoat..... - Quite steep, quite draining
Water runs out sometimes
Cool calm
There is a MCK

Don''t leave any trash!"
Gunung Tlawungan,-7.9670863,110.4179349,"2CM9+557, Nogosari, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia",4.9,"Is amazing - 100% natural, to enjoy the natural beauty of the mountains. - It''s so beautiful to see the sunrise and sunset - The beauty of nature makes a beauty of its own - This is my place where I was raised and watched by the mountain..
#nogosari"
Gunung Pucak,-7.8541667,110.4347222,"Gunung Pucak, Banyakan 1, Sitimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4,Dry..at the peak there is no house
Gunung Jimbaran,-7.9022222,110.7580556,"Gunung Jimbaran, Jelok, Pundung Sari, Semin, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",0,
Gunung Mengger,-7.9613889,110.3797222,"Gunung Mengger, Siuk 2, Selopamioro, Imogiri, Bantul Regency, Special Region of Yogyakarta, Indonesia",5,
Gunung Panggung,-7.9,110.7666667,"Gunung Panggung, Kutugan, Pundung Sari, Semin, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",4,"Nice. - Ok - The place has good views, unfortunately it lacks maintenance. Hopefully in the future 2022 it will be well maintained. I also pray for the location of the road, hopefully it will be quickly casted 👍🙏👐👐👐👐👐 - This place used to be a sacred place,
On the night of one sura, usually many people come on foot from their respective areas to perform tirakatan and meditate at the top of this mountain peak. - Sunset wow 😆"
Gunung Gedang,-7.7480556,110.2911111,"Gunung Gedang, Klangkapan II, Margoluwih, Seyegan, Sleman Regency, Special Region of Yogyakarta, Indonesia",4.3,"When I was little I used to come here to see parachuting practice, now it''s almost gone, almost flat to the ground - Great.... Almost gone, so housing -  -  - "
Gunung Krengseng,-7.7513889,110.1272222,"Gunung Krengseng, Sokomoyo, Jatimulyo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4,Can''t review yet -
Gunung Blencong,-7.8333333,110.5333333,"Gunung Blencong, Sepat, Ngoro-oro, Patuk, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",2.7,-  -
Gunung Sentono,-7.8658333,110.4180556,"Gunung Sentono, Gn. Kelir, Pleret, Bantul Regency, Special Region of Yogyakarta, Indonesia",4,"Suitable for walking sports sports. - This is a historic mountain located in the hamlet of Gunung kelir, Pleret, Pleret, Bantul, YK. - Not a climbing mountain - Historical site - "
Gunung Sempu,-7.8330556,110.3355556,"Gunung Sempu, Kembaran, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.5,"my father final destination. - Ok - Environment: quiet and comfortable with fresh air! A suitable place to pray as expected for brothers and sisters who believe in Christianity.

Special locations in Mount Sempu Maria Cave include: a large cross made of logs, a Marian grotto made of several ''selected'' white crystal stones, and Our Lady holding the body of Jesus Christ in a pendapa against a background using Javanese letters.

For those who wish to attend Holy Mass at this pilgrimage church, there is a schedule regarding the time of activity. The location of the church is to the right of the Maria Cave. (Yogyakarta, 30 December 2016) - Good bye papah.. I miss you so much dad.. Ya Allah, please convey my prayers even though we have different beliefs.. 😭 - The largest cemetery complex in Southeast Asia, if you want to see a video of a night walk there, just check the upnormalactivity YouTube channel"
Gunung Watugudik,-7.8602778,110.4338889,"Gunung Watugudik, Banyakan 2, Sitimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.5,The name is unique ekekwm -
Gunung Ngampon,-7.7363889,110.2963889,"Gunung Ngampon, Ngampon, Margodadi, Seyegan, Sleman Regency, Special Region of Yogyakarta, Indonesia",3.9,"This view was taken in a small village called Japanan, on the way to Kopi (Cafe) Bumbung in Margodadi. Near harvesting time, the rice fields will turn golden brown, even better photo opportunity. - It is 1 of 3 mountains in the Seyegan sub-district, Sleman DIY. Although not very popular, this mountain is quite often used as a camping site.

With a height of only about 400m, Ngampon is more accurately called a hill, because according to the Encyclopaedia Britannica a bulge of land on the surface of the earth can be called a mountain if its height is more than 2000ft or 610m.

Around Mount Ngampon there are 2 springs that never dry throughout the year and are used daily by residents to meet their clean water needs: Tuk Sibedug and Berduwur.

Since 2011 there has been a discourse to develop this hill into a tourist area, but due to funding constraints to build facilities for visitors this year it has not been realized.
Even so now some developments have been seen such as tree houses, small quiet ponds, and hiking trails.

The development of an area is often a dilemma, on the one hand the management of being a tourist attraction will provide economic growth, but on the other hand the preservation of nature will certainly be threatened. There have been many developments of an area into a natural tourist attraction ending with changing the naturalness of the place and because of the very low awareness of local tourists, places that were once naturally beautiful have become graveyards of plastic waste. - Unfortunately at this time the condition is less maintenance. 😑 - The mountain is not very high - Looking for Duwet Fruit #anggurjowo"
Gunung Tlawah,-7.8425,110.6455556,"Gunung Tlawah, Natah Kulon, Natah, Nglipar, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",3.3,Ok - easy -
Gunung Senen,-8.05,110.5,"Gunung Senen, Pule, Ngloro, Saptosari, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",5,OK
Gunung Boro,-7.7330556,110.1447222,"Gunung Boro, Ngroto, Purwosari, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.3,-  -
Gunung Jompong,-7.8633333,110.5358333,"Gunung Jompong, Gumaeang, Putat, Patuk, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",5,"Good for refreshment good views , hospitality to country life. - "
Gunung Kepuh,-8.0272222,110.7541667,"Gunung Kepuh, Grombo, Bedoyo, Ponjong, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",0,
Gunung Suru,-7.8605556,110.0894444,"Gunung Suru, Tangkisan 3, Hargomulyo, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4,"Located at Tangkisan 3 Hargomulyo Kokap Kulon Progo DIY, when you visit this place you will be treated to extraordinary natural views, to the south of the Indonesian ocean complete with NYIA airport to the north west east as far as the eye can see you will enjoy a stretch of hills that are soothing. - blunt -  - "
Gunung Papak,-7.65,110.1666667,"Gunung Papak, Nyalian Gn. A, Ngargosari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",0,
Gunung Beji,-7.8561111,110.0497222,"Gunung Beji, Tapen, Hargomulyo, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4,
Gunung Jambe,-7.8333333,110.65,"Gunung Jambe, Pringombo, Natah, Nglipar, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",0,
Gunung Puntuk,-7.8863889,110.4188889,"Gunung Puntuk, Kembangan, Segoroyoso, Pleret, Bantul Regency, Special Region of Yogyakarta, Indonesia",5,Enjoy for a refreshing place
Gunung Agung,-7.8197222,110.0622222,"Gunung Agung, Plampang I, Kalirejo, Kokap, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",3.8,"One of the tours in the Kalorejo Village, for tourists who love nature tourism, please stop by - The charm is still very natural, how virgin, how easy can it be, it can be more organized, so many visitors - A cool place to cool off away from the hustle and bustle of city life. The scenery is quite beautiful, it''s just that it''s poorly managed. - The place is cool, the air is clean, 😂😂😂 - 👍👍👍👍👍"
Gunung Wangi,-7.8232012,110.4578224,"5FG5+P48, Unnamed Road, Bangkil, Srimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta 55792, Indonesia",4.5,"a great place. neat, clean and nice atmosphere to capture the moment. very good if you come here at sunset. Many good photo spots. awesome place to view from top in the side of jogja. place to upgrade your skill riding bike in the up hill. - Nice place tourism destination, Good enough to visit, afternoon and night is recommended. - Trip destination hidden within the outskirt of Yogyakarta. Not known to many people yet it gives off the nice breeze of wind after a long work day for little bit of relaxing. - Jalur single track favorite - Nice place, i recomend u to visit it in the evening"
Gn. Cilik,-7.8965965,110.439615,"Gn. Cilik, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta, Indonesia",,
Suroloyo Peak,-7.6463076,110.1811376,"Suroloyo Peak, Onggosoro, Giritengah, Borobudur, Magelang Regency, Central Java, Indonesia",4.6,"A nice view platform on a small hill near the Borobudur Temple. Took us 1hr to get there by taxi from our hotel near the Temple and 3hrs to hike back. Though the  it was cloudy with occasional rain showers, the view was good. There is a nice coffee shop just under the peak, the owner nicely showed us pics took from the peak when weathers good. You could see stunning sunset as well as the Borobudur Temple from distance. - Every climb has a beautiful view.
Please keep the place clean when you come.
You can also catch the view of Magelang and Borobudur from here (notes: don''t forget to bring binoculars).
The air is so fresh. You only charged by 5000/person to climb here. - the way here is a bit difficult but the scenery is very nice and beautiful. we can see Mount Merbabu, Merapi, Sindoro and Sumbing. - The natural scenery in this place is beautiful. The location is not too crowded and the route is far from Yogyakarta. It is recommended that visitors ensure the correct route and always maintain the cleanliness of this tourist spot. Come when it''s not the rainy season. please visit. - Suroloyo peak is the highest point in the Menoreh hills. That''s why, the air is clean and fresh. From the top, we can see the four towering mountains, they are Mt. Merapi, Merbabu, Sindoro, and Sumbing. The road to the top of Suroloyo is also safe and clean, there is not a lot of garbage scattered around. It would be better to enjoy the sunrise or sunset over the peak with a cup of coffee with loved ones."
Gunung Pencu,-7.7777778,110.1327778,"Gunung Pencu, Pringtali, Jatimulyo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",3.3,Good - Nature is still natural - Test the guts terrain - cool atmosphere - Good
Gunung Mujil,-7.7419444,110.1936111,"Gunung Mujil, Nglengkeh, Pendoworejo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4.3,"Mount Mujil in Pendoworejo, Girimulyo, Kulon Progo...

surrounded by rice fields.. - Cool and friendly - "
Gunung Pasatan,-7.7355116,110.2906105,"777R+Q6X, Kurahan Lor, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55561, Indonesia",5,One of the mountains in Seyegan...close to mount ngampon
Gunung Bangkel,-7.8222222,110.4575,"Gunung Bangkel, Bangkil, Srimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.5,"Beautiful place with premium oxygen 😍 - Nice place - the road to get there is quite uphill, suitable for morning or evening physical exercise for riding. the location if the dry season is dry and dusty, is still under development - the place is quite comfortable and not too crowded. The fence is made of aluminum and has just been painted. there are some food vendors too. maybe it''s busy at night (?)
Don''t forget to keep clean and take care of the environment. - the view down is good, for cycling it''s also quite sweaty but not too extreme"
Gunung suru berbah,-7.8130969,110.4636622,"5FP7+QF7, Jl. Berbah - Piyungan, Karangan, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573, Indonesia",4.9,"The view is the village and vehicles passing by, rocks. The place is suitable for photo hunting spots. But lots of snakes and still ""haunted"" - The view from the top is decent and can be 360 ​​degrees - Beautiful ancient mountain - The myth, the mountain is thuyul - Beautiful natural attractions."
Gunung Indrakila,-7.8625,110.4275,"Gunung Indrakila, Ngablak, Sitimulyo, Piyungan, Bantul Regency, Special Region of Yogyakarta, Indonesia",4.8,The sensation of a really good climb. - Gowes routes with challenging inclines - The corner of the corner -
4G Peak Gedangsari,-7.8597663,110.5710367,"4HRC+3CV, Manggung, Ngalang, Kec. Gedang Sari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55863, Indonesia",4.4,"Nice view for sunset and sunrise. - Amazing place to do some outdoor activities ...
The location developed enough to accommodate visitors ...
The track to go to the hilltop is moderate ... Savvy enough to go with teenagers with careful of the rocky pathway...
Good for camping, although for bath must be used villagers bathroom ...
But there are some toilets here ...

The best place are Mt.Gentong 2nd floor pass and omben gagak (crow''s drink place) pass with deck...

Better come in the morning, if lucky enough could get over the clouds bed experience - nice view - Good place to see sunset - Beautiful landscape in Gunungkidul specially for sunset catching...it is said also as the land in the sky...in the morning"
Gunung Genter,-7.87,110.5894444,"Gunung Genter, Glompang, Pengkol, Nglipar, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",3.8,"Because it''s still in the process of structuring & repairing, the place is still a mess. The road to the location has also not been repaired (soil, steep, many incline). But im pretty sure it will be really cool once it''s fixed. The view is bad, really good. You need to try to see the sunset and sunrise here! Welcome~ - Ancient mountain tourism potential. - the coordinates of this location are wrong -  - "
Gunung,-7.8616896,110.6237935,"4JQF+8GF, Gentongan, Kedungpoh, Kec. Nglipar, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55852, Indonesia",0,
Gunung Watubale,-7.8572222,110.5775,"Gunung Watubale, Area Hutan, Ngalang, Gedang Sari, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",4,
Gunung Pajutelu,-7.7611111,110.1369444,"Gunung Pajutelu, Sumberrejo, Jatimulyo, Girimulyo, Kulon Progo Regency, Special Region of Yogyakarta, Indonesia",4,"It is suitable for andesite stone mining. Within a certain depth there is a lot of high quality rock content. The access road can be passed by light transport vehicles such as trucks. - Less than 3 (three) km from the center of the Village Administration, making this location very easy to access from any route. It will be very interesting if the incision surgical path can be reached properly. Moreover, around the location is a tourist village which certainly has its own impression for those of you who like mountainous nature which is full of challenges. - "
Bukit Kepuh,-7.8525,110.7766667,"Bukit Kepuh, Kepuh, Rejosari, Semin, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",5,-
Unit Galeri Museum Sonobudoyo,-7.8024558,110.3643666,"Jl. Pangurakan No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",4.7,"Museum Sonobudoyo Unit I is a unique museum in that it has two buildings to explore. The older building is particularly noteworthy for its detailed descriptions and instructions, which can make the exhibits more engaging and educational.

However, the newer building has a more modern feel to it. Unfortunately, the exhibits in this building lack detailed descriptions, which may make it less engaging for some visitors. Overall, both buildings have a lot to offer, and visitors should take the time to explore both to get the most out of their visit. - Nice museum to visit if you have some extra time in the city. The old part is a bit sad, so I’d recommend moving fast to the new building. English translations are a bit poor or provide useless information at times. Price is reasonable, 20K. - The museum is still very well maintained.  By paying a ticket for 10K, I can enjoy the entire Sonobudoyo museum in a wonderful way.  It''s a very exciting experience to be able to find out how the previous historical conditions were. there is also a mushola facility, there is also a puppet show which can be enjoyed by paying an additional 20k. - If you are looking for another place to visit in Malioboro area, this place must be on top of the list.

It costs around 5k-10k for general admission. The museum staff offered me a free guide, but i chose to walk by my self. Their collections are very complete, most of them are historical relic that found in Yogyakarta. But they have some collections from other area as well, such as East Java and Bali.

Some rooms looked well maintained and clean, but some of them looked old and dusty. But overall it''s a nice museum.

You can also take a pre-wedding photos here, i don''t know how much it costs, but i think this could be a choice😁 - Sonobudoyo presents various collections of culture in Java and Bali. I recommend being accompanied by a curator when touring the museum. because there is an interesting story behind the collection. come in the morning is highly recommended. the place is clean, very well organized, and equipped with high-tech facilities."
Affandi Museum,-7.7827353,110.3963954,"Jl. Laksda Adisucipto No.167, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",4.6,"very recommended to art admirers ✨🖼️

the entrance fee is a little bit expensive (50k for Indonesian & 100k for foreigner) but it''s pretty worth it. They take a really good care for the paintings and buildings. You will be able to get the necessary information about displayed arts and paintings. People could enjoy a relaxing ambience, from the arts and nature around it. - A local museum dedicated for one of Indonesian renowned painters, Affandi Koesoema. The museum has three galleries, the first gallery consists of Affandi''s paintings on canvas with oil. The second gallery collects his paintings on Chinese papers. The third gallery accommodates his wife and his daughter''s paintings. It has cafe next to it where you could buy some snacks or drinks as well as souvenirs. - If you are looking for a must-visit destination in Jogjakarta, Museum Affandi should definitely be on your list. Dubbed as the “Van Gogh” of Indonesia”, Afandi’s works are truly remarkable, and this museum is a testament of his artistry.

Upon arrival, you will be pleasantly pleased that your ticket comes with a free drink. However do note that there is an additional fee if you plan to take pictures within the museum.

As you explore each section of the museum, you will be taken on a journey through the evolution of Afandi’s painting style, and stories behind each artwork. The way each painting exudes passion and emotion in every stroke is truly mesmerizing and will leave you in awe.

Overall, Museum Afandi is a fantastic art museum that is definitely worth a visit. The paintings are beautiful, and the museum is thoughtfully curated to provide an informative and engaging experience for visitors. - Returning after 25 years to.the Gallery..
Still in awe of his style and brushwork... a definite must visit if you come to Yogya. - Good selection of Affandi paintings. I was equally impressed by his daughter’s paintings also exhibited there."
Jogja National Museum,-7.8001175,110.3534164,"Jl. Prof. DR. Ki Amri Yahya No.1, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167, Indonesia",4.6,"I visited the museum for attending art exhibition or people called artjog. I was there early morning and they opened at 10 am.
The ticket is about 75.000. then we can enter it twice. Well, the place is quite huge and the art was so amazing
I appreciate the art so much and all the artist are pretty cool - Truly worth the value, this museum is a three-floor levelled, every step you take will teleport you to new artwork and installations, also thumbs up to the operation team that always maintains the tidy and peaceful ambience during your art journey. - Today I visited ARTJOG Expanding Awareness. After last year, held online, this year you can visit directly. Amazing art exhibition with some interactive media. Kids friendly. Enjoy! - That is great place to enjoy art from local creator and artist, also behind the museum you can hang out there is a lot of snack also drinks you can try - Cozy place to hang out with friends. The perfect time when in Dawn. Beautiful sunset and so many food court choices!
Loves to be back here"
Museum Sandi,-7.7845549,110.3711548,"Jl. Faridan M Noto No.21, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224, Indonesia",4.7,"The museum is quiet as the guests were just my friend and me. We got a guide to explore and tell us about the museum things. Bot the ticket and guide were free. I was sleepy so I didn''t pay proper attention thorough the explanations from the guide. The museum is located in strategic place and famous people tend to visit this museum too. So, if you''re lucky, you can meet those people in your next visit. The Instagram page is also updated with knowledge and information about intelligence unit and cryptography. - We came during the weekday after Christmas 2022.They should have opened after 9 am but they had a fire hazard training in  the morning. However the staff was very friendly and welcomed our group right away. The guide played the video and then guided us through the rooms. She was very thorough in her explanation and accompanied us to the second floor. The visit was free. Thank you for giving me and the kids the information about the history of cryptology in Indonesia.
PS: the building where the museum is housed aged over 100 years old. It was the Foreign Ministry building during the 1940s era. Lots of history! - Entrance to this museum is free, and there''s even guided tour if you want extra explanation. Mostly exhibits tools and history related to cryptography, the place is located not fat from city centre (easy to access). And inside there''s air conditioner which makes visiting there comfortable. Maybe for improvement, this place would be much better if there''s more collection (for example interactive animation/ diorama).

Overall, very worth to visit - It''s a place to learn about the history of the cryptography in Indonesia with the authentic things that is still stored and kept by the currator. It''s a new experience for us because in the beginning, the system is restricted and not publically for everyone. Join the adventure and feels the happiness - This museum is underrated. It''s full of historical story. The building itself is the original witness for cryptography development in Indonesia. There are information texts in English for international visitors. Unfortunately, some information texts were covered with the collections. Entrance ticket was free, there''s parking space available. Too bad that they only have few visitors for a day. The staff was informative and friendly if you''d like to ask more questions regarding the coding and history. The whole visitation will take time about 60 minutes, including watching the video."
Maritime Museum - Jogja,-7.8011303,110.3493043,"Jl. R. E. Martadinata No.69, Wirobrajan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55182, Indonesia",4.4,"Although the small size it has, the museum is a great place for public to know more about the maritime history especially in Indonesia.
Located in front of a hotel, the shape of the front of a big ship is hard to miss from the traffic. You must pay for IDR 2.000 for entry and write on the guestbook. The first floor of the exhibition building contains mementos from other countries gifted towards the Indonesian maritime. Make sure you don''t miss any single shelf since each country has their own unique items.
Then you will go to the second floor which has more of Indonesian maritime stuffs being displayed with a little bit of foreign items, too.
After that, the museum staff will ask you to come to the ''ship'' building nearby the exhibition building. You will go to the second floor where you can enter a small bridge (the commando room). The last stop would be a small theater room below the bridge. You will watch a short movie about the history of Indonesian maritime. Don''t miss the movie since it is very good (disclosure: the movie is in Bahasa) - Great place to teach the children about the maritime of Indonesia. It''s cheap and clean. - for only IDR 2K for the admission ticket, this museum is small indeed. there is a two-story building with seemingly private collection of documents, warship and navy boat models, statues, insignias, etc. it also lacks of lighting (it was turned off even when we come visiting the room). probably the most interesting part is only the ship bridge which contains ship''s wheel, maps cabinet, electronic instruments, etc. you could take nice instagram picture here. - While named as Maritime Museum (Museum Maritime), most of this museum collection is Indonesian Navy paraphernalia. This should not surprise you if you know that the founder of this museum is an Indonesian Navy Officer.

Coming to this museum we are greeted by a naval gun turret. Behind the gun is a mock ship bridge, in fact the lay out of the whole building looks like ship if seen from afar.

As mentioned above, you would find Indonesian Navy paraphernalia such as uniform, officer sword, and rank badge/epsulette. It would be fascinating to kids who loves all thing military. Of course you could buy some stuff in this museum.

The mock bridge is equipped with real ship control and gauges, so get your fantasy & imagination going! You could try to be a siipper here! - Little museum - 30 mins max - only if you''re a fan of the subject, otherwise spend time elsewhere..."
Kekayon Museum,-7.8145939,110.4130604,"Jl. Jogja-Wonosari Km 7 No 277, Kalangan, Baturetno, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55197, Indonesia",4.2,"I think this is one of the best museum in Yogyakarta. So rare. They have many collections of wayang puppets years by years and any materials. I learnt something new too, that head position and colors of the wayang have many meanings. The outside of the museum also awesome and oldies, you could find many collections of old cars also some statues around. Bad thing that happened to me -- I got bitten by mosquitos😫😫 So you have to wear long sleeves/long pants or just put autan all over your body😂😂 - So, I''ve been here one time to do a mini research with my friends. My first impression of this museum was the lush atmosphere from the garden full of different kind of trees (it''s nice). This is a private museum owned by a university professor (now it''s managed by his son). The collections are all about wayang or traditional puppet. They have so many wayang even some which came from other countries. The collections are definitely amazing but the management is bad. The building is not well treated (there should be good lighting, air conditioner and cctv). The collections are also not well treated (they don''t have curator). Outside of the museum there are a lot of unused cars that makes the surrounding look dirty (the cars belong to the son of the owner). - Good olace for educational purpose avout puppets especially Javanese puppets. You can learn here with good atmosphere :)) - Verry verry interesting, there is full 100 kurawas wayang''dolls. But maybe little help for guide or books about the story about ramayana,mahabarata,menak ,suluh  make better this place. 8 Jan22 i ve visit kekayon for telling my child about the great Ramayana & Mahabharata,but its ok, i hope the 2nd visit will be better - Such an interesting venue, you can find here any old rusted car for your photographic things"
Sonobudoyo State Museum Unit II,-7.8044679,110.3661655,"Jl. Wijilan No.27D, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131, Indonesia",4.8,"Wonderful museum chalked with a myriad of Javanese and Balinese cultural artifacts. Don’t forget to see one of the puppet shows! They will even show you how they are made if you ask and the studio is open ☻

Some of the translations are pretty bad, so I highly suggest getting someone local to go with you so they can translate or further explain things. - Very good museum with so many historical artifact  that put in the glass cage so prevented from public contamination, the room is tidy clean and so organized it is well managed and also the room is fully air conditioned so very nice and convenient love the place - Had watch puppet shadow show. It''s great show with full gamelan music. Also staff in museum was really friendly and nice. Great experience! - Rich in javanese culture, great for educational visit, family friendly - 😍"
